Date,Open,High,Low,Close,Volume
2026-04-06,4656.10009765625,4851.0,4605.0,4761.89990234375,2969
2026-04-13,4704.0,4879.7001953125,4704.0,4857.60009765625,3209
2026-04-20,4793.89990234375,4811.0,4657.5,4722.2998046875,3023
2026-04-27,4707.60009765625,4711.10009765625,4515.7001953125,4629.89990234375,3895
2026-05-04,4581.2001953125,4736.2001953125,4512.7001953125,4720.39990234375,1032
2026-05-11,4729.5,4765.2001953125,4524.2998046875,4555.7998046875,969
2026-05-18,4563.0,4570.2998046875,4465.10009765625,4521.0,2360
2026-05-25,4572.7998046875,4591.7998046875,4363.5,4560.5,100673
2026-06-01,4523.5,4541.39990234375,4319.10009765625,4337.10009765625,8746
2026-06-08,4324.2001953125,4344.5,4031.0,4215.0,5279
2026-06-15,4271.2001953125,4377.0,4141.10009765625,4145.2998046875,5261
2026-06-22,4138.7998046875,4216.39990234375,3963.300048828125,4078.699951171875,5957
2026-06-29,4057.5,4174.60009765625,3962.5,4174.60009765625,3119
2026-07-06,4175.39990234375,4199.7001953125,4053.0,4104.10009765625,1771
2026-07-13,4081.0,4091.199951171875,3964.199951171875,4012.699951171875,3287
2026-07-20,4003.39990234375,4152.10009765625,3999.699951171875,4067.60009765625,512
2026-07-27,4090.10009765625,4107.89990234375,4034.60009765625,4046.39990234375,19891
